ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11260,중랑구,10100,면목동,1,대지,0198,0026,도원아트빌,2024-03-22,27000,69.24,31.0,2.0,,,2002,연립다세대,중개거래,서울 중랑구
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,2024-03-22,48000,84.94,0.0,1.0,,,1995,아파트,직거래,
2024,11440,마포구,12500,성산동,1,대지,0024,0019,동양하우징,2024-03-22,35800,37.77,24.0,6.0,,,2018,연립다세대,직거래,
2024,11590,동작구,10200,상도동,1,대지,0408,0000,상도동삼호아파트,2024-03-22,56000,84.52,0.0,15.0,,,1994,아파트,직거래,
2024,11620,관악구,10200,신림동,1,대지,1563,0070,파크맨션,2024-03-22,31500,74.03,24.0,4.0,,,2002,연립다세대,중개거래,서울 관악구
2024,11740,강동구,10100,명일동,1,대지,0333,0012,용이하이츠빌라(A동),2024-03-22,22000,43.0,23.0,1.0,,,1995,연립다세대,직거래,
2024,11560,영등포구,12600,양평동2가,1,대지,0045,0000,상록수,2024-03-22,54000,59.67,0.0,17.0,,,1999,아파트,중개거래,서울 영등포구
2024,11230,동대문구,10300,제기동,1,대지,1158,0050,메트로폴 스위트,2024-03-22,33000,29.81,46.63,10.0,,,2021,오피스텔,중개거래,서울 동대문구
2024,11680,강남구,10100,역삼동,1,대지,0792,0076,명당,2024-03-22,28000,80.94,40.0,-1.0,,,2002,연립다세대,직거래,
2024,11560,영등포구,11600,당산동6가,1,대지,0336,0004,유탑 유블레스2차,2024-03-22,14500,19.12,28.04,2.0,,,2012,오피스텔,중개거래,서울 영등포구
2024,11620,관악구,10200,신림동,1,대지,0010,0394,유엔빌리지(10-394),2024-03-22,10000,26.03,14.0,-1.0,,,2000,연립다세대,중개거래,서울 영등포구
2024,11305,강북구,10400,우이동,1,대지,0155,0004,해밀하우스,2024-03-22,37900,65.76,52.0,3.0,,,2023,연립다세대,중개거래,서울 강북구
2024,11680,강남구,11800,도곡동,1,대지,0538,0003,래미안도곡카운티,2024-03-22,230000,71.85,0.0,7.0,,,2016,아파트,중개거래,서울 강남구
2024,11545,금천구,10100,가산동,1,대지,0550,0017,가산 미소지움,2024-03-21,10500,15.93,15.93,3.0,,,2017,오피스텔,중개거래,경기 안양시동안구
2024,11545,금천구,10300,시흥동,1,대지,0882,0061,와이즈플레이스,2024-03-21,9200,14.22,0.0,14.0,,,2012,아파트,중개거래,서울 금천구
2024,11410,서대문구,11800,홍은동,1,대지,0465,0000,HDX휴팰리스,2024-03-21,58800,59.1,0.0,18.0,,,2018,아파트,중개거래,서울 서대문구
2024,11650,서초구,10800,서초동,1,대지,1451,0089,서초중흥S-클래스(도시형생활주택),2024-03-21,18000,22.37,0.0,5.0,,,2013,아파트,직거래,
2024,11290,성북구,13800,장위동,1,대지,0231,0299,경원빌라,2024-03-21,29000,30.42,16.0,3.0,,,1995,연립다세대,중개거래,서울 성북구
2024,11305,강북구,10200,번동,,,,,,2024-03-21,32000,46.81,79.0,0.0,,,1968,단독다가구,직거래,
2024,11320,도봉구,10500,쌍문동,1,대지,0013,0002,대웅,2024-03-21,28000,55.5,0.0,3.0,,,1989,아파트,중개거래,서울 도봉구
2024,11710,송파구,10700,가락동,1,대지,0084,0011,유림골든빌,2024-03-21,37500,72.48,42.0,5.0,,,2008,연립다세대,중개거래,서울 송파구
2024,11320,도봉구,10600,방학동,1,대지,0703,0009,대원아트빌,2024-03-21,20900,39.12,22.0,3.0,,,2008,연립다세대,중개거래,서울 도봉구
2024,11215,광진구,10500,자양동,1,대지,0787,0000,자양삼성,2024-03-21,125000,84.96,0.0,7.0,,,1999,아파트,중개거래,서울 광진구
2024,11305,강북구,10200,번동,1,대지,0138,0000,한솔솔파크,2024-03-21,67000,84.88,0.0,8.0,,,2005,아파트,직거래,
2024,11215,광진구,10500,자양동,1,대지,0861,0000,자양호반써밋,2024-03-21,166300,84.04,0.0,16.0,,,2021,아파트,중개거래,서울 광진구
2024,11320,도봉구,10700,창동,1,대지,0731,0054,새로움아파트,2024-03-21,32000,69.25,0.0,8.0,,,2012,아파트,중개거래,서울 은평구
2024,11680,강남구,10400,청담동,1,대지,0070,0007,청담빌라(70-7),2024-03-21,72000,90.48,47.0,4.0,,,1993,연립다세대,직거래,
2024,11560,영등포구,10300,영등포동2가,1,대지,0028,0117,이지리움S,2024-03-21,15500,13.35,0.0,11.0,,,2013,아파트,직거래,
2024,11410,서대문구,11000,북아현동,1,대지,1011,0000,신촌푸르지오,2024-03-21,64500,34.25,0.0,2.0,,,2015,아파트,중개거래,서울 서대문구
2024,11380,은평구,10800,역촌동,1,대지,0047,0037,엘리시아,2024-03-21,32500,54.48,32.0,3.0,,,2014,연립다세대,중개거래,서울 은평구
2024,11740,강동구,10900,천호동,1,대지,0425,0003,천호역 한강 푸르지오시티,2024-03-21,18000,24.84,35.34,24.0,,,2015,오피스텔,중개거래,서울 강동구
2024,11545,금천구,10100,가산동,1,대지,0140,0015,세림프라미스,2024-03-21,18262,22.78,28.09,4.0,,,2019,오피스텔,직거래,
2024,11380,은평구,10300,불광동,1,대지,0484,0031,백마노블레스텔,2024-03-21,9000,12.63,18.43,4.0,,,2003,오피스텔,직거래,
2024,11530,구로구,10800,오류동,1,대지,0031,0216,삼성드림빌에이동,2024-03-21,19000,27.83,19.0,5.0,,,2017,연립다세대,중개거래,서울 영등포구
2024,11380,은평구,10700,응암동,1,대지,0767,0000,백련산에스케이뷰아이파크,2024-03-21,93700,84.9,0.0,12.0,,,2020,아파트,중개거래,서울 은평구
2024,11530,구로구,10700,개봉동,1,대지,0333,0010,지윤,2024-03-21,20000,54.93,30.0,2.0,,,2012,연립다세대,직거래,
2024,11260,중랑구,10200,상봉동,1,대지,0130,0154,아안채,2024-03-21,25000,49.61,22.0,3.0,,,2014,연립다세대,직거래,
2024,11740,강동구,10800,성내동,1,대지,0012,0013,뜨라네(12-13),2024-03-21,34000,29.88,14.0,4.0,,,2016,연립다세대,중개거래,서울 강동구
2024,11560,영등포구,11300,당산동3가,1,대지,0558,0003,THE PARK 365,2024-03-20,37000,46.88,64.02,12.0,,,2007,오피스텔,중개거래,서울 영등포구
2024,11650,서초구,10100,방배동,1,대지,0939,0011,위너스빌(939-11),2024-03-20,41500,34.71,20.0,2.0,,,2017,연립다세대,중개거래,서울 서초구
2024,11530,구로구,10700,개봉동,1,대지,0403,0015,국일오피스텔,2024-03-20,9500,30.53,39.8,3.0,,,2002,오피스텔,중개거래,경기 용인시기흥구
2024,11110,종로구,15500,관수동,1,대지,0004,0000,신일 해피트리앤,2024-03-20,20500,19.34,29.55,2.0,,,2022,오피스텔,중개거래,서울 종로구
2024,11710,송파구,11200,오금동,1,대지,0045,0004,동인트루빌오피스텔,2024-03-20,20600,36.93,49.84,3.0,,,2003,오피스텔,중개거래,서울 송파구
2024,11440,마포구,10200,공덕동,1,대지,0188,0108,마포현대,2024-03-20,101000,84.87,0.0,11.0,,,1988,아파트,중개거래,서울 마포구
2024,11440,마포구,12600,중동,1,대지,0390,0000,DMC마포청구아파트,2024-03-20,87500,84.9,0.0,20.0,,,1994,아파트,중개거래,서울 마포구
2024,11320,도봉구,10800,도봉동,1,대지,0083,0000,유원도봉,2024-03-20,55000,84.93,0.0,9.0,,,1990,아파트,중개거래,서울 도봉구
2024,11230,동대문구,10500,답십리동,1,대지,0010,0000,동아,2024-03-20,55000,84.72,0.0,1.0,,,2001,아파트,중개거래,서울 송파구
2024,11290,성북구,13300,정릉동,1,대지,0607,0019,현대빌라(607-19),2024-03-20,10000,60.42,28.0,1.0,,,1992,연립다세대,직거래,
2024,11215,광진구,10100,중곡동,1,대지,0234,0020,(234-20),2024-03-20,9700,24.84,14.0,1.0,,,2001,연립다세대,중개거래,서울 광진구
2024,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2024-03-20,105000,59.98,0.0,28.0,,,2021,아파트,중개거래,서울 영등포구
2024,11560,영등포구,11800,도림동,1,대지,0165,0001,동아에코빌,2024-03-20,75000,84.99,0.0,15.0,,,2000,아파트,중개거래,서울 영등포구
2024,11440,마포구,12300,망원동,1,대지,0422,0008,이레쉐르빌(422-8),2024-03-20,34500,46.98,28.0,2.0,,,2008,연립다세대,중개거래,서울 마포구
2024,11440,마포구,12500,성산동,1,대지,0004,0010,(4-10),2024-03-20,28500,47.69,24.0,2.0,,,1995,연립다세대,중개거래,서울 마포구
2024,11230,동대문구,10900,휘경동,1,대지,0057,0000,주공2,2024-03-20,36000,39.98,0.0,11.0,,,2001,아파트,중개거래,서울 송파구
2024,11215,광진구,10700,화양동,1,대지,0021,0020,광진캠퍼스시티,2024-03-20,13400,16.08,26.41,9.0,,,2017,오피스텔,중개거래,서울 광진구
2024,11410,서대문구,11800,홍은동,1,대지,0008,0035,"초원빌라(8-35가,나동)",2024-03-20,12500,40.95,42.0,2.0,,,1991,연립다세대,중개거래,서울 서대문구
2024,11350,노원구,10600,중계동,,,,,,2024-03-20,28900,18.0,22.0,0.0,,,1988,단독다가구,중개거래,서울 노원구
2024,11440,마포구,12500,성산동,1,대지,0020,0005,자슬린하우스,2024-03-20,47000,50.86,30.0,3.0,,,2017,연립다세대,중개거래,서울 마포구
2024,11305,강북구,10300,수유동,1,대지,0391,0417,인수빌리지,2024-03-20,24500,59.09,19.0,1.0,,,2002,연립다세대,중개거래,서울 강북구
2024,11545,금천구,10200,독산동,1,대지,0180,0038,태영하이빌,2024-03-20,20000,44.85,23.0,3.0,,,2002,연립다세대,중개거래,서울 금천구
2024,11590,동작구,10200,상도동,1,대지,0361,0006,우전빌라,2024-03-20,22000,52.64,35.0,4.0,,,1996,연립다세대,직거래,
2024,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,2024-03-20,127000,59.98,0.0,10.0,,,2016,아파트,중개거래,서울 성동구
2024,11470,양천구,10300,신월동,1,대지,0470,0019,부강타운(마),2024-03-20,14700,45.93,31.0,1.0,,,1988,연립다세대,중개거래,서울 양천구
2024,11710,송파구,10200,신천동,1,대지,0011,0000,장미2,2024-03-20,217000,99.0,0.0,11.0,,,1979,아파트,중개거래,서울 송파구
2024,11410,서대문구,11100,홍제동,1,대지,0082,0000,홍제한양,2024-03-20,62000,60.06,0.0,13.0,,,1993,아파트,중개거래,서울 서대문구
2024,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,2024-03-20,57000,84.09,0.0,11.0,,,2005,아파트,중개거래,서울 성북구
2024,11260,중랑구,10100,면목동,1,대지,0113,0038,아이콘스타,2024-03-20,39300,29.7,21.0,4.0,,,2022,연립다세대,직거래,
2024,11230,동대문구,10600,장안동,1,대지,0326,0002,콘체르토,2024-03-20,34300,46.56,30.0,3.0,,,2016,연립다세대,중개거래,서울 동대문구
2024,11440,마포구,11500,상수동,1,대지,0335,0019,해피홈,2024-03-20,35750,45.22,21.0,4.0,,,2008,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,1098,0001,스위트리아,2024-03-20,20500,31.62,19.0,6.0,,,2017,연립다세대,중개거래,서울 노원구
2024,11545,금천구,10200,독산동,1,대지,1064,0037,무송베스트빌(1064-37),2024-03-20,27400,39.58,25.0,2.0,,,2017,연립다세대,중개거래,서울 금천구
2024,11500,강서구,10300,화곡동,1,대지,0056,0521,삼성홈타운3차,2024-03-20,12900,45.99,21.0,3.0,,,2001,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,0133,0014,타임아트빌,2024-03-20,28800,38.16,23.0,5.0,,,2014,연립다세대,중개거래,서울 강북구
2024,11560,영등포구,13200,신길동,1,대지,4950,0000,래미안에스티움,2024-03-20,148000,84.97,0.0,27.0,,,2017,아파트,중개거래,서울 구로구
2024,11260,중랑구,10100,면목동,1,대지,0113,0038,아이콘스타,2024-03-20,52700,56.3,40.0,3.0,,,2022,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,0122,0030,성우뷰티빌,2024-03-20,12500,32.91,16.0,2.0,,,2002,연립다세대,중개거래,서울 강북구
2024,11560,영등포구,11000,여의도동,1,대지,0042,0000,한양,2024-03-20,228000,109.42,0.0,12.0,,,1975,아파트,중개거래,서울 영등포구
2024,11680,강남구,11500,수서동,1,대지,0746,0000,까치마을,2024-03-19,93000,39.6,0.0,13.0,,,1993,아파트,중개거래,서울 강남구
2024,11380,은평구,10600,대조동,1,대지,0028,0024,유성빌라,2024-03-19,17000,49.68,32.0,1.0,,,1991,연립다세대,직거래,
2024,11290,성북구,10300,돈암동,1,대지,0644,0000,돈암코오롱하늘채,2024-03-19,95000,84.96,0.0,4.0,,,2016,아파트,중개거래,서울 성북구
2024,11200,성동구,11300,옥수동,1,대지,0528,0000,옥수파크힐스101동~116동,2024-03-19,180000,84.3,0.0,4.0,,,2016,아파트,중개거래,서울 성동구
2024,11305,강북구,10200,번동,1,대지,0435,0001,동명아트빌,2024-03-19,16500,52.47,24.0,5.0,,,2002,연립다세대,직거래,
2024,11620,관악구,10200,신림동,,,,,,2024-03-19,49000,130.64,139.0,0.0,,,1976,단독다가구,중개거래,서울 관악구
2024,11500,강서구,10300,화곡동,1,대지,0111,0051,광림아트빌라(111-51),2024-03-19,10500,53.46,34.0,-1.0,,,1993,연립다세대,중개거래,서울 강서구
2024,11440,마포구,11200,현석동,1,대지,0174,0001,현신빌라A동,2024-03-19,43000,45.66,24.0,4.0,,,1992,연립다세대,중개거래,서울 마포구
2024,11320,도봉구,10600,방학동,1,대지,0264,0046,담터캐슬,2024-03-19,31500,57.09,32.0,2.0,,,2017,연립다세대,중개거래,서울 도봉구
2024,11440,마포구,10400,도화동,1,대지,0550,0000,삼성,2024-03-19,150000,114.74,0.0,11.0,,,1997,아파트,직거래,
2024,11380,은평구,10800,역촌동,1,대지,0051,0008,(51-8),2024-03-19,30000,68.13,75.0,1.0,,,1978,연립다세대,중개거래,서울 은평구
2024,11290,성북구,10300,돈암동,1,대지,0609,0001,한진(609-1),2024-03-19,66500,84.87,0.0,1.0,,,1998,아파트,중개거래,서울 성북구
2024,11215,광진구,10300,구의동,1,대지,0611,0000,구의현대2단지,2024-03-19,145000,84.91,0.0,16.0,,,1996,아파트,중개거래,서울 광진구
2024,11440,마포구,10800,대흥동,1,대지,0012,0041,서희스타힐스,2024-03-19,17000,12.81,0.0,4.0,,,2014,아파트,직거래,
2024,11380,은평구,10200,녹번동,1,대지,0001,0021,(1-21),2024-03-19,47850,65.0,54.0,2.0,,,2004,연립다세대,중개거래,서울 종로구
2024,11470,양천구,10300,신월동,1,대지,0927,0009,삼우주택(A동),2024-03-19,26000,41.22,29.0,3.0,,,1988,연립다세대,중개거래,서울 양천구
2024,11680,강남구,10100,역삼동,1,대지,0825,0020,강남역 센트럴 푸르지오 시티,2024-03-19,31000,24.63,33.02,11.0,,,2015,오피스텔,중개거래,서울 강남구
2024,11440,마포구,10100,아현동,1,대지,0275,0002,마포푸르지오더센트럴,2024-03-19,68400,38.79,0.0,4.0,분양권,,0,아파트,중개거래,서울 마포구
2024,11215,광진구,10200,능동,1,대지,0315,0001,가든카운티102동,2024-03-19,47500,46.49,26.0,3.0,,,2017,연립다세대,중개거래,서울 광진구
2024,11290,성북구,13800,장위동,1,대지,0238,0495,성준팰리스(238-495),2024-03-19,34700,59.29,26.0,2.0,,,2019,연립다세대,중개거래,서울 성북구
2024,11380,은평구,10200,녹번동,1,대지,0001,0021,(1-21),2024-03-19,47850,65.0,54.0,1.0,,,2004,연립다세대,중개거래,서울 종로구
2024,11230,동대문구,10400,전농동,1,대지,0010,0000,전농SK,2024-03-19,66700,59.34,0.0,7.0,,,2000,아파트,중개거래,서울 동대문구
2024,11620,관악구,10100,봉천동,1,대지,1666,0051,더헤르미온,2024-03-19,25500,15.45,24.02,10.0,,,2021,오피스텔,중개거래,서울 관악구
2024,11680,강남구,11800,도곡동,1,대지,0968,0000,하이페리온,2024-03-19,252500,179.39,0.0,10.0,,,2004,아파트,중개거래,서울 강남구
2024,11500,강서구,10300,화곡동,1,대지,0825,0009,광진에버빌,2024-03-19,25800,59.53,33.0,3.0,,,2013,연립다세대,중개거래,서울 강서구
2024,11290,성북구,13300,정릉동,,,,,,2024-03-19,54500,158.73,109.0,0.0,,,1992,단독다가구,중개거래,서울 성북구
2024,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,2024-03-19,70500,114.84,0.0,7.0,,,2004,아파트,중개거래,서울 금천구
2024,11305,강북구,10100,미아동,1,대지,1353,0000,에스케이북한산시티,2024-03-19,63000,84.76,0.0,17.0,,,2004,아파트,중개거래,서울 강북구
2024,11590,동작구,10200,상도동,1,대지,0208,0020,(208-20),2024-03-19,15000,40.8,27.0,1.0,,,1986,연립다세대,중개거래,서울 동작구
2024,11260,중랑구,10100,면목동,,,,,,2024-03-19,76000,203.79,118.0,0.0,,,1993,단독다가구,중개거래,서울 중랑구
2024,11260,중랑구,10300,중화동,1,대지,0332,0042,더빌,2024-03-19,37000,52.94,30.0,5.0,,,2017,연립다세대,직거래,
2024,11350,노원구,10500,상계동,,,,,,2024-03-19,24000,208.5,139.0,0.0,,,1986,단독다가구,중개거래,서울 노원구
2024,11320,도봉구,10600,방학동,1,대지,0271,0001,신동아아파트1,2024-03-19,52000,84.87,0.0,5.0,,,1986,아파트,중개거래,서울 도봉구
2024,11440,마포구,12700,상암동,1,대지,1734,0000,상암 한화 오벨리스크,2024-03-19,10500,19.93,25.83,5.0,,,2013,오피스텔,중개거래,서울 마포구
2024,11440,마포구,12500,성산동,1,대지,0050,0015,헤리티지,2024-03-19,45000,37.31,24.0,3.0,,,2017,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10300,화곡동,1,대지,0924,0015,세교예지안6차,2024-03-19,17300,25.7,0.0,11.0,,,2016,아파트,중개거래,서울 강서구
2024,11470,양천구,10100,신정동,,,,,,2024-03-19,188000,198.82,155.0,0.0,,,1993,단독다가구,중개거래,서울 양천구
2024,11740,강동구,10700,암사동,1,대지,0496,0009,삼성아트빌,2024-03-19,23800,39.23,22.0,3.0,,,2010,연립다세대,직거래,
2024,11710,송파구,10500,석촌동,1,대지,0159,0005,우성빌라,2024-03-19,36000,63.18,29.0,2.0,,,1992,연립다세대,직거래,
2024,11440,마포구,10200,공덕동,1,대지,0469,0000,래미안공덕5차,2024-03-19,154000,84.87,0.0,4.0,,,2011,아파트,중개거래,서울 마포구
2024,11545,금천구,10300,시흥동,1,대지,0220,0047,서원하우스B,2024-03-19,21500,29.87,17.0,4.0,,,2019,연립다세대,직거래,
2024,11710,송파구,11200,오금동,1,대지,0035,0001,혜성빌리지(가동),2024-03-19,68000,102.7,59.0,1.0,,,1989,연립다세대,중개거래,서울 송파구
2024,11215,광진구,10900,군자동,1,대지,0088,0043,시티하임A동,2024-03-19,25950,16.05,16.0,4.0,,,2020,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0486,1228,그린스페이스B동,2024-03-18,15400,59.97,24.0,4.0,,,2003,연립다세대,중개거래,서울 강북구
2024,11260,중랑구,10500,망우동,1,대지,0579,0000,한울네세창,2024-03-18,46000,84.68,0.0,7.0,,,2005,아파트,중개거래,서울 중랑구
2024,11200,성동구,11000,금호동2가,1,대지,0675,0000,(675-0),2024-03-18,15000,26.28,19.0,-1.0,,,1993,연립다세대,직거래,
2024,11230,동대문구,10600,장안동,1,대지,0337,0001,마하나임,2024-03-18,34275,58.17,79.33,4.0,,,2019,오피스텔,중개거래,서울 동대문구
2024,11110,종로구,17500,숭인동,1,대지,1388,0000,동양파라빌,2024-03-18,12370,27.09,36.98,7.0,,,2005,오피스텔,중개거래,서울 종로구
2024,11305,강북구,10300,수유동,1,대지,0542,0003,송암빌라,2024-03-18,14500,47.88,24.0,-1.0,,,2002,연립다세대,중개거래,서울 강북구
2024,11560,영등포구,13300,대림동,1,대지,0990,0041,대림빌라나동,2024-03-18,22000,49.8,29.0,1.0,,,1993,연립다세대,중개거래,서울 영등포구
2024,11260,중랑구,10300,중화동,,,,,,2024-03-18,65000,68.23,115.0,0.0,,,1973,단독다가구,직거래,
2024,11140,중구,16300,흥인동,1,대지,0008,0000,동대문솔하임,2024-03-18,25000,23.42,0.0,20.0,,,2016,아파트,중개거래,서울 중구
2024,11320,도봉구,10500,쌍문동,1,대지,0503,0057,은행주택(202동),2024-03-18,30500,43.69,25.0,5.0,,,2017,연립다세대,중개거래,서울 도봉구
2024,11500,강서구,10200,등촌동,1,대지,0645,0023,(645-23),2024-03-18,10500,38.08,31.0,-1.0,,,1986,연립다세대,중개거래,서울 강서구
2024,11740,강동구,10800,성내동,1,대지,0606,0000,올림픽파크한양수자인,2024-03-18,120000,84.92,0.0,4.0,,,2016,아파트,중개거래,서울 강동구
2024,11410,서대문구,10300,합동,1,대지,0116,0000,SK리쳄블,2024-03-18,26000,41.08,56.2,9.0,,,2005,오피스텔,중개거래,서울 서대문구
2024,11305,강북구,10100,미아동,1,대지,0258,0039,영일빌라,2024-03-18,15000,30.56,15.0,-1.0,,,1995,연립다세대,중개거래,서울 강북구
2024,11320,도봉구,10500,쌍문동,1,대지,0315,0404,금성빌라(315-404),2024-03-18,16000,44.07,22.0,2.0,,,1995,연립다세대,중개거래,서울 도봉구
2024,11230,동대문구,10600,장안동,1,대지,0374,0001,장안현대벤처빌,2024-03-18,18800,43.42,56.03,2.0,,,2004,오피스텔,중개거래,서울 동대문구
2024,11200,성동구,10800,응봉동,1,대지,0265,0162,(265-162),2024-03-18,26500,38.46,15.0,3.0,,,1995,연립다세대,직거래,
2024,11350,노원구,10200,월계동,1,대지,0556,0000,주공2,2024-03-18,32250,38.64,0.0,12.0,,,1992,아파트,중개거래,서울 노원구
2024,11230,동대문구,10100,신설동,1,대지,0097,0008,동광동대문베르빌,2024-03-18,13000,28.31,40.72,5.0,,,2004,오피스텔,중개거래,서울 동대문구
2024,11230,동대문구,11000,이문동,1,대지,0255,0182,이문동오피스텔,2024-03-18,9400,21.6,27.29,5.0,,,2006,오피스텔,중개거래,서울 동대문구
2024,11260,중랑구,10100,면목동,1,대지,0069,0113,동남빌라,2024-03-18,20000,35.15,21.0,4.0,,,2008,연립다세대,직거래,
2024,11470,양천구,10300,신월동,1,대지,0080,0005,비에스하우징3차,2024-03-18,22500,27.96,16.0,6.0,,,2019,연립다세대,직거래,
2024,11620,관악구,10100,봉천동,1,대지,0866,0006,덕산스테이트,2024-03-18,17000,19.14,26.2,7.0,,,2017,오피스텔,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0818,0011,성훈에이스빌,2024-03-18,19000,51.43,26.0,3.0,,,2002,연립다세대,중개거래,서울 강서구
2024,11440,마포구,12500,성산동,1,대지,0200,0225,동삼빌라,2024-03-18,35000,53.28,28.0,2.0,,,1991,연립다세대,중개거래,서울 마포구
2024,11230,동대문구,10400,전농동,,,,,,2024-03-18,71450,132.39,76.0,0.0,,20240318,1993,단독다가구,중개거래,서울 동대문구
2024,11500,강서구,10300,화곡동,1,대지,1116,0005,거마지엠밸리,2024-03-18,13500,13.42,21.16,12.0,,,2020,오피스텔,중개거래,서울 강서구
2024,11740,강동구,10100,명일동,1,대지,0312,0177,한성빌라,2024-03-18,23000,55.82,24.0,4.0,,,1993,연립다세대,직거래,
2024,11440,마포구,12300,망원동,1,대지,0412,0019,뉴서울,2024-03-18,50000,79.77,0.0,1.0,,,2002,아파트,직거래,
2024,11470,양천구,10100,신정동,1,대지,1279,0000,목동현대3차,2024-03-18,100000,84.77,0.0,16.0,,,1997,아파트,직거래,
2024,11500,강서구,10400,가양동,1,대지,1485,0000,가양6단지,2024-03-18,56750,39.6,0.0,4.0,,,1992,아파트,중개거래,서울 강서구
2024,11200,성동구,11200,금호동4가,1,대지,0340,0000,서울숲푸르지오,2024-03-18,125000,59.99,0.0,8.0,,,2007,아파트,중개거래,서울 종로구
2024,11545,금천구,10300,시흥동,1,대지,1017,0000,관악산신도브래뉴,2024-03-18,58677,84.8,0.0,11.0,,,2006,아파트,직거래,
2024,11590,동작구,10700,사당동,,,,,,2024-03-18,240961,382.88,191.0,0.0,,,1996,단독다가구,직거래,
2024,11500,강서구,10900,방화동,1,대지,0593,0063,대림캐슬(593-63),2024-03-18,39000,56.54,35.0,4.0,,,2018,연립다세대,중개거래,서울 강서구
2024,11710,송파구,10100,잠실동,1,대지,0304,0014,리센츠빌,2024-03-18,44000,37.76,22.0,2.0,,,2015,연립다세대,중개거래,서울 송파구
2024,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,2024-03-18,128000,59.98,0.0,14.0,,,2016,아파트,중개거래,서울 성동구
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,2024-03-18,197500,59.99,0.0,18.0,,,2008,아파트,중개거래,서울 송파구
2024,11410,서대문구,11900,북가좌동,1,대지,0315,0001,예원빌라트,2024-03-18,20000,49.28,21.0,1.0,,,1998,연립다세대,중개거래,서울 서대문구
2024,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,2024-03-18,145500,59.97,0.0,18.0,,,2018,아파트,중개거래,서울 성동구
2024,11560,영등포구,12600,양평동2가,1,대지,0023,0000,양평벽산블루밍,2024-03-18,60000,59.58,0.0,9.0,,,1990,아파트,중개거래,서울 영등포구
2024,11215,광진구,10500,자양동,1,대지,0642,0000,자양현대5,2024-03-18,88000,59.72,0.0,10.0,,,1998,아파트,중개거래,서울 광진구
2024,11380,은평구,10700,응암동,1,대지,0117,0035,미소세상,2024-03-18,44900,59.96,0.0,3.0,,,2017,아파트,중개거래,서울 은평구
2024,11320,도봉구,10700,창동,1,대지,0030,0000,창동주공18단지,2024-03-18,43550,45.9,0.0,3.0,,,1988,아파트,중개거래,서울 도봉구
2024,11500,강서구,10100,염창동,1,대지,0283,0002,팔레시움,2024-03-18,11000,18.14,24.97,5.0,,,2012,오피스텔,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,0042,0067,승석힐타운,2024-03-18,17000,63.18,32.0,3.0,,,2003,연립다세대,중개거래,서울 강서구
2024,11410,서대문구,11700,연희동,1,대지,0103,0007,스페이스엠,2024-03-18,10000,19.01,25.13,6.0,,,2005,오피스텔,직거래,
2024,11305,강북구,10200,번동,1,대지,0139,0000,해모로아파트,2024-03-18,49550,59.94,0.0,11.0,,,2003,아파트,중개거래,서울 강북구
2024,11470,양천구,10300,신월동,1,대지,0506,0005,한일아트빌라,2024-03-18,14000,36.95,21.0,2.0,,,1991,연립다세대,직거래,
2024,11620,관악구,10100,봉천동,1,대지,0673,0008,성도빌라,2024-03-18,34500,70.92,38.0,4.0,,,2002,연립다세대,중개거래,서울 관악구
2024,11350,노원구,10200,월계동,1,대지,0018,0000,한진한화그랑빌,2024-03-18,93000,114.97,0.0,17.0,,,2002,아파트,중개거래,서울 노원구
2024,11500,강서구,10900,방화동,1,대지,0830,0003,방화샤르망1오피스텔,2024-03-18,7000,24.9,35.91,6.0,,,2003,오피스텔,중개거래,서울 강서구
2024,11410,서대문구,12000,남가좌동,,,,,,2024-03-18,122000,299.05,165.0,0.0,,,2011,단독다가구,중개거래,서울 서대문구
2024,11200,성동구,11300,옥수동,1,대지,0250,0000,옥수삼성,2024-03-18,113500,59.7,0.0,4.0,,,1999,아파트,중개거래,서울 성동구
2024,11620,관악구,10100,봉천동,,,,,,2024-03-18,59000,91.56,66.0,0.0,,,1972,단독다가구,직거래,
